                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                  0.771,                0.38937,                 1.0356,                0.98967,                0.98834,                 0.9932,                0.83556,                0.82789,                0.36096,                 1.0355,             0.00093179,             0.00093179,             0.00093179
                     21,                 0.7557,                0.39074,                 1.0201,                0.98303,                  0.989,                0.99325,                0.82553,                0.87876,                 0.4291,                 1.0787,             0.00091411,             0.00091411,             0.00091411
                     22,                0.75229,                0.38416,                 1.0235,                0.98557,                0.99271,                0.99245,                0.84596,                0.79641,                0.35183,                 1.0306,             0.00089643,             0.00089643,             0.00089643
                     23,                0.74013,                0.37968,                 1.0162,                0.99188,                0.99222,                0.99456,                0.84705,                0.81063,                0.34411,                 1.0307,             0.00087875,             0.00087875,             0.00087875
                     24,                0.74676,                0.37524,                 1.0154,                0.98402,                0.99041,                0.99316,                0.84664,                0.78808,                0.34498,                 1.0187,             0.00086107,             0.00086107,             0.00086107
                     25,                0.74569,                 0.3761,                  1.017,                0.98318,                0.97951,                0.99384,                0.84855,                0.78943,                0.35728,                 1.0259,             0.00084339,             0.00084339,             0.00084339
                     26,                0.74816,                0.36998,                 1.0207,                0.99056,                0.99038,                 0.9932,                0.85134,                0.77306,                0.33608,                 1.0097,             0.00082571,             0.00082571,             0.00082571
                     27,                0.76046,                0.37443,                 1.0214,                0.98414,                0.99372,                0.99325,                 0.8489,                0.77082,                0.34569,                 1.0079,             0.00080804,             0.00080804,             0.00080804
                     28,                0.73919,                0.37073,                 1.0128,                0.98879,                0.99324,                0.99234,                0.85156,                0.76407,                0.33144,                 1.0039,             0.00079036,             0.00079036,             0.00079036
                     29,                0.73589,                 0.3611,                 1.0154,                0.98568,                0.99526,                0.99379,                0.84745,                0.76742,                0.32902,                 1.0081,             0.00077268,             0.00077268,             0.00077268
                     30,                0.73057,                0.35777,                 1.0103,                0.98675,                 0.9946,                0.99369,                0.85103,                0.76917,                0.33136,                 1.0092,               0.000755,               0.000755,               0.000755
                     31,                 0.7164,                0.35383,                 1.0022,                  0.986,                0.98862,                0.99231,                0.84531,                0.78303,                0.34402,                 1.0171,             0.00073732,             0.00073732,             0.00073732
                     32,                0.71941,                0.35525,                 1.0095,                0.98478,                0.99749,                0.99339,                0.85613,                0.75608,                0.32947,                 1.0014,             0.00071964,             0.00071964,             0.00071964
                     33,                0.70767,                  0.349,                0.99359,                0.99056,                0.99622,                 0.9947,                 0.8494,                0.75821,                0.32385,                 1.0059,             0.00070196,             0.00070196,             0.00070196
                     34,                0.70712,                0.34931,                0.99999,                0.98695,                 0.9976,                0.99461,                0.85643,                 0.7628,                0.31784,                 1.0064,             0.00068429,             0.00068429,             0.00068429
                     35,                0.70836,                 0.3465,                 1.0082,                0.99365,                0.99433,                0.99389,                 0.8534,                0.76362,                0.32557,                 1.0064,             0.00066661,             0.00066661,             0.00066661
                     36,                0.70029,                0.34499,                0.99177,                0.98888,                0.99411,                 0.9943,                0.85547,                0.74399,                0.32214,                0.99378,             0.00064893,             0.00064893,             0.00064893
                     37,                0.68411,                0.33256,                0.98227,                0.99227,                0.99534,                0.99478,                0.86762,                0.72268,                0.29745,                 0.9842,             0.00063125,             0.00063125,             0.00063125
                     38,                0.69751,                0.33704,                0.98881,                0.99656,                0.99345,                0.99497,                 0.8622,                0.72876,                0.31058,                0.98679,             0.00061357,             0.00061357,             0.00061357
                     39,                0.68665,                0.33365,                 0.9807,                0.99186,                0.99576,                0.99417,                0.86059,                0.74491,                0.31048,                0.99252,             0.00059589,             0.00059589,             0.00059589
                     40,                0.69067,                0.33492,                0.98612,                0.99576,                0.99059,                0.99441,                0.85984,                0.73808,                0.31907,                0.99245,             0.00057821,             0.00057821,             0.00057821
                     41,                0.68498,                0.33096,                0.98269,                0.99417,                0.98937,                0.99444,                 0.8584,                0.75488,                0.32122,                0.99564,             0.00056054,             0.00056054,             0.00056054
                     42,                 0.6801,                0.33624,                0.98522,                0.99675,                0.99474,                0.99493,                0.85981,                0.74693,                 0.3053,                0.99682,             0.00054286,             0.00054286,             0.00054286
                     43,                0.68329,                0.32986,                0.98095,                0.99555,                0.99468,                0.99489,                0.86895,                0.71299,                0.29273,                0.97237,             0.00052518,             0.00052518,             0.00052518
                     44,                0.67122,                0.33147,                0.97676,                0.98767,                0.99702,                0.99467,                0.86961,                0.70193,                0.29976,                  0.972,              0.0005075,              0.0005075,              0.0005075
                     45,                0.66842,                 0.3215,                 0.9832,                0.99281,                0.99434,                0.99496,                0.87133,                 0.7109,                0.29659,                0.97412,             0.00048982,             0.00048982,             0.00048982
                     46,                0.66269,                0.31855,                0.97422,                0.99324,                0.99386,                0.99486,                0.87548,                0.69032,                0.29361,                0.96352,             0.00047214,             0.00047214,             0.00047214
                     47,                0.66036,                0.31448,                0.97006,                0.99284,                0.99947,                0.99475,                0.87824,                0.67805,                0.28103,                0.95641,             0.00045446,             0.00045446,             0.00045446
                     48,                0.65466,                0.31457,                0.96243,                0.99436,                0.99931,                0.99473,                0.87817,                0.67835,                0.28647,                0.95761,             0.00043679,             0.00043679,             0.00043679
                     49,                0.65487,                0.31813,                0.96562,                0.99372,                0.99971,                0.99499,                0.88001,                0.67059,                0.27562,                  0.953,             0.00041911,             0.00041911,             0.00041911
                     50,                0.63411,                0.30755,                0.95732,                0.99564,                 0.9986,                0.99499,                0.88383,                 0.6571,                0.27924,                0.94462,             0.00040143,             0.00040143,             0.00040143
                     51,                0.64635,                0.31387,                0.96378,                0.99633,                0.99862,                0.99499,                0.87797,                0.66793,                 0.2815,                0.94953,             0.00038375,             0.00038375,             0.00038375
                     52,                0.63823,                0.30578,                0.96215,                 0.9954,                0.99795,                0.99499,                0.88096,                0.66958,                0.27625,                0.94944,             0.00036607,             0.00036607,             0.00036607
                     53,                0.63058,                  0.303,                0.96186,                0.99586,                0.99748,                0.99498,                0.88702,                0.64446,                0.27153,                 0.9379,             0.00034839,             0.00034839,             0.00034839
                     54,                0.63795,                0.30097,                0.96025,                0.99769,                0.99842,                  0.995,                0.88869,                0.63019,                0.26373,                0.93086,             0.00033071,             0.00033071,             0.00033071
                     55,                0.61858,                0.29853,                0.94753,                0.99776,                0.99789,                  0.995,                0.89041,                0.62666,                0.26452,                0.92833,             0.00031304,             0.00031304,             0.00031304
                     56,                0.61601,                0.29238,                0.95354,                0.99632,                0.99918,                  0.995,                 0.8919,                0.62188,                 0.2647,                0.92732,             0.00029536,             0.00029536,             0.00029536
                     57,                0.61621,                0.29332,                0.94958,                 0.9973,                0.99767,                  0.995,                0.89391,                0.61275,                 0.2599,                0.91898,             0.00027768,             0.00027768,             0.00027768
                     58,                0.60947,                0.29401,                0.94768,                0.99651,                0.99864,                0.99499,                0.89119,                0.61411,                0.26081,                 0.9214,                0.00026,                0.00026,                0.00026
                     59,                0.60503,                0.28971,                 0.9423,                0.99791,                0.99768,                0.99499,                0.89187,                0.61558,                0.26091,                 0.9208,             0.00024232,             0.00024232,             0.00024232
                     60,                0.60309,                0.28717,                 0.9427,                0.99673,                0.99954,                  0.995,                0.89028,                 0.6102,                0.25837,                0.91781,             0.00022464,             0.00022464,             0.00022464
                     61,                0.61056,                0.28245,                0.94903,                0.99638,                0.99745,                  0.995,                0.88979,                0.60979,                0.26248,                0.91988,             0.00020696,             0.00020696,             0.00020696
                     62,                0.60325,                0.27234,                0.94908,                0.99796,                0.99272,                0.99498,                0.88733,                0.62794,                0.26984,                 0.9263,             0.00018929,             0.00018929,             0.00018929
                     63,                0.60118,                0.27598,                0.94383,                0.99768,                0.99755,                  0.995,                0.89545,                0.60016,                0.25904,                 0.9132,             0.00017161,             0.00017161,             0.00017161
                     64,                  0.592,                0.26913,                0.93889,                0.99745,                0.99718,                0.99497,                0.90154,                0.58623,                0.24959,                0.90792,             0.00015393,             0.00015393,             0.00015393
                     65,                0.59149,                0.26748,                0.93853,                  0.997,                0.99894,                  0.995,                 0.8982,                0.58666,                0.25118,                0.90732,             0.00013625,             0.00013625,             0.00013625
                     66,                0.58149,                0.26359,                0.93018,                0.99719,                0.99959,                  0.995,                0.90259,                0.57999,                0.24803,                0.90268,             0.00011857,             0.00011857,             0.00011857
                     67,                0.56937,                0.25694,                0.92698,                0.99641,                0.99921,                  0.995,                0.90256,                0.57701,                0.25062,                0.90288,             0.00010089,             0.00010089,             0.00010089
                     68,                0.56987,                0.25853,                0.92921,                0.99812,                0.99944,                  0.995,                0.90663,                0.56862,                0.24705,                0.89741,             8.3214e-05,             8.3214e-05,             8.3214e-05
                     69,                0.55863,                0.25504,                  0.927,                0.99831,                0.99937,                  0.995,                0.90545,                0.56696,                0.24667,                0.89831,             6.5536e-05,             6.5536e-05,             6.5536e-05
                     70,                0.56138,                  0.252,                0.92832,                 0.9981,                0.99938,                  0.995,                0.90657,                0.56415,                0.24366,                0.89575,             4.7857e-05,             4.7857e-05,             4.7857e-05
