                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.44435,                0.24731,                0.87682,                0.99857,                0.99949,                  0.995,                0.94353,                0.43972,                0.22489,                0.84021,              0.0010202,              0.0010202,              0.0010202
                     16,                0.44543,                0.24757,                0.86857,                0.99885,                0.99959,                  0.995,                0.93964,                0.44728,                0.22228,                0.84032,              0.0010025,              0.0010025,              0.0010025
                     17,                0.44526,                0.24833,                0.87433,                0.99817,                0.99714,                  0.995,                 0.9401,                0.44524,                0.22603,                0.84248,             0.00098482,             0.00098482,             0.00098482
                     18,                 0.4417,                 0.2522,                0.87121,                0.99823,                0.99947,                  0.995,                0.95055,                0.41988,                0.22141,                0.82933,             0.00096714,             0.00096714,             0.00096714
                     19,                0.43802,                 0.2468,                0.87254,                0.99826,                0.99795,                  0.995,                0.94535,                0.43545,                0.21956,                0.83333,             0.00094946,             0.00094946,             0.00094946
                     20,                0.43675,                0.24038,                 0.8733,                0.99927,                0.99917,                  0.995,                0.95138,                0.41178,                0.21226,                0.83331,             0.00093179,             0.00093179,             0.00093179
                     21,                0.42565,                0.23578,                0.86332,                0.99819,                0.99761,                  0.995,                0.91634,                 0.5211,                0.24205,                0.87464,             0.00091411,             0.00091411,             0.00091411
                     22,                0.42844,                0.23645,                0.86912,                0.99771,                      1,                  0.995,                0.94342,                0.44235,                0.21934,                0.84052,             0.00089643,             0.00089643,             0.00089643
                     23,                0.42485,                0.23756,                0.86869,                0.99899,                 0.9993,                  0.995,                0.95872,                0.38935,                0.20765,                0.82307,             0.00087875,             0.00087875,             0.00087875
                     24,                0.43268,                0.24021,                0.86775,                0.99754,                0.99992,                  0.995,                0.95775,                0.38617,                0.20793,                 0.8181,             0.00086107,             0.00086107,             0.00086107
                     25,                0.41746,                0.23314,                0.86623,                0.99875,                0.99982,                  0.995,                0.95748,                0.38723,                 0.2034,                0.81803,             0.00084339,             0.00084339,             0.00084339
                     26,                0.43183,                0.23442,                 0.8635,                0.99871,                0.99833,                  0.995,                 0.9518,                0.40545,                0.21167,                0.82469,             0.00082571,             0.00082571,             0.00082571
                     27,                0.41773,                0.23088,                0.86223,                0.99675,                0.99959,                  0.995,                0.96113,                0.36505,                0.20023,                0.81377,             0.00080804,             0.00080804,             0.00080804
                     28,                0.41401,                0.23167,                0.86656,                0.99865,                0.99959,                  0.995,                0.95453,                0.40277,                0.20337,                0.82367,             0.00079036,             0.00079036,             0.00079036
                     29,                0.40525,                0.22591,                0.85863,                0.99894,                0.99208,                  0.995,                0.94006,                0.45078,                 0.2255,                0.84443,             0.00077268,             0.00077268,             0.00077268
                     30,                0.42504,                0.23353,                0.86894,                0.99818,                0.99925,                  0.995,                0.95419,                0.39726,                0.20768,                0.82363,               0.000755,               0.000755,               0.000755
                     31,                0.40897,                0.22842,                0.86242,                0.99881,                0.99914,                  0.995,                0.94772,                0.39652,                 0.2071,                 0.8233,             0.00073732,             0.00073732,             0.00073732
                     32,                0.41176,                0.22803,                0.86102,                0.99891,                0.99945,                  0.995,                 0.9589,                0.39014,                0.20299,                0.82096,             0.00071964,             0.00071964,             0.00071964
                     33,                0.40464,                0.22922,                0.85964,                 0.9983,                0.99959,                0.99498,                0.95022,                0.40468,                0.20849,                0.82781,             0.00070196,             0.00070196,             0.00070196
                     34,                0.39077,                0.22304,                0.85722,                0.99887,                0.99959,                  0.995,                0.96479,                0.36587,                0.19461,                0.81604,             0.00068429,             0.00068429,             0.00068429
                     35,                  0.395,                0.22634,                0.85462,                0.99462,                0.99886,                0.99487,                0.93145,                0.48629,                0.22971,                 0.8598,             0.00066661,             0.00066661,             0.00066661
                     36,                0.39361,                0.22253,                0.85493,                0.99953,                0.99959,                  0.995,                0.96679,                0.34565,                 0.1896,                0.80831,             0.00064893,             0.00064893,             0.00064893
                     37,                0.39405,                0.22218,                0.85534,                0.99873,                0.99959,                  0.995,                0.96909,                0.34033,                0.18873,                0.80522,             0.00063125,             0.00063125,             0.00063125
                     38,                0.39285,                0.22218,                0.85304,                0.99873,                0.99959,                  0.995,                0.96075,                 0.3732,                0.19886,                 0.8144,             0.00061357,             0.00061357,             0.00061357
                     39,                0.38436,                 0.2173,                0.85162,                0.99901,                0.99933,                  0.995,                0.96402,                0.36595,                 0.1939,                 0.8143,             0.00059589,             0.00059589,             0.00059589
                     40,                 0.3732,                0.21216,                0.84927,                0.99899,                 0.9998,                  0.995,                0.96497,                0.35125,                0.18956,                0.80778,             0.00057821,             0.00057821,             0.00057821
                     41,                0.38041,                0.21359,                0.85201,                  0.999,                0.99907,                  0.995,                0.97125,                 0.3432,                0.18632,                0.80546,             0.00056054,             0.00056054,             0.00056054
                     42,                0.37059,                0.21204,                0.85033,                0.99908,                0.99966,                  0.995,                0.97178,                0.33775,                0.18501,                 0.8047,             0.00054286,             0.00054286,             0.00054286
                     43,                0.37626,                 0.2134,                0.84934,                0.99884,                0.99918,                  0.995,                0.96652,                0.35263,                0.19246,                0.80884,             0.00052518,             0.00052518,             0.00052518
                     44,                0.37192,                0.21052,                0.85368,                0.99878,                0.99943,                  0.995,                0.96595,                0.34091,                 0.1842,                0.80523,              0.0005075,              0.0005075,              0.0005075
                     45,                0.37244,                0.21024,                0.84644,                0.99901,                0.99969,                  0.995,                0.96672,                0.35228,                0.18655,                0.80826,             0.00048982,             0.00048982,             0.00048982
                     46,                0.36338,                0.20671,                0.84628,                0.99893,                      1,                  0.995,                0.97365,                0.31258,                0.17618,                0.79831,             0.00047214,             0.00047214,             0.00047214
                     47,                0.37416,                0.20826,                0.84482,                0.99892,                      1,                  0.995,                0.96985,                0.33828,                0.18331,                0.80263,             0.00045446,             0.00045446,             0.00045446
                     48,                 0.3652,                0.20633,                 0.8464,                0.99903,                0.99934,                  0.995,                0.97599,                0.31696,                0.17924,                0.79763,             0.00043679,             0.00043679,             0.00043679
                     49,                0.37001,                0.20764,                0.84726,                0.99891,                0.99935,                  0.995,                0.97694,                0.31224,                0.17576,                0.79726,             0.00041911,             0.00041911,             0.00041911
                     50,                 0.3655,                0.20737,                0.84651,                0.99908,                      1,                  0.995,                0.97412,                0.31774,                0.17606,                0.79969,             0.00040143,             0.00040143,             0.00040143
                     51,                 0.3574,                0.20395,                0.84505,                 0.9991,                0.99934,                  0.995,                0.97771,                0.30117,                0.17114,                0.79496,             0.00038375,             0.00038375,             0.00038375
                     52,                0.35546,                0.20164,                0.84579,                 0.9995,                0.99978,                  0.995,                0.97987,                 0.3037,                0.17117,                0.79454,             0.00036607,             0.00036607,             0.00036607
                     53,                0.35409,                0.19876,                0.84739,                0.99907,                0.99935,                  0.995,                0.97735,                0.31156,                0.17354,                 0.7967,             0.00034839,             0.00034839,             0.00034839
                     54,                0.35668,                0.19955,                0.84255,                0.99896,                 0.9996,                  0.995,                0.97967,                0.29128,                 0.1694,                 0.7918,             0.00033071,             0.00033071,             0.00033071
                     55,                0.35368,                0.19917,                0.84585,                0.99903,                0.99959,                  0.995,                0.97888,                0.29575,                0.16969,                 0.7925,             0.00031304,             0.00031304,             0.00031304
                     56,                0.34454,                0.19512,                0.84627,                0.99897,                      1,                  0.995,                0.97937,                0.29217,                0.16736,                0.79156,             0.00029536,             0.00029536,             0.00029536
                     57,                0.34686,                 0.1964,                0.84001,                0.99898,                      1,                  0.995,                0.98156,                0.27832,                0.16161,                0.78816,             0.00027768,             0.00027768,             0.00027768
                     58,                 0.3407,                0.19208,                0.83864,                0.99905,                0.99965,                  0.995,                0.98122,                0.27825,                0.16233,                0.78902,                0.00026,                0.00026,                0.00026
                     59,                0.34193,                0.19282,                0.83856,                0.99908,                0.99962,                  0.995,                0.98195,                0.27536,                0.16087,                0.78767,             0.00024232,             0.00024232,             0.00024232
                     60,                0.33713,                0.19087,                0.84054,                0.99903,                0.99975,                  0.995,                0.98293,                0.26678,                0.15836,                 0.7854,             0.00022464,             0.00022464,             0.00022464
                     61,                0.35246,                0.19036,                0.82864,                0.99891,                 0.9998,                  0.995,                 0.9775,                0.30306,                0.16939,                0.79531,             0.00020696,             0.00020696,             0.00020696
                     62,                0.32996,                0.17985,                0.82299,                0.99883,                0.99945,                  0.995,                0.97912,                0.29729,                0.16794,                0.79262,             0.00018929,             0.00018929,             0.00018929
                     63,                0.32151,                 0.1775,                0.81796,                0.99947,                0.99965,                  0.995,                  0.976,                0.30446,                0.16736,                0.79428,             0.00017161,             0.00017161,             0.00017161
                     64,                0.31809,                0.17498,                0.81568,                  0.999,                0.99966,                  0.995,                0.98163,                 0.2835,                0.16185,                0.78849,             0.00015393,             0.00015393,             0.00015393
                     65,                0.31258,                0.17171,                0.81805,                0.99906,                0.99932,                  0.995,                 0.9821,                0.27781,                0.16039,                0.78774,             0.00013625,             0.00013625,             0.00013625
                     66,                0.31302,                0.17053,                 0.8179,                0.99905,                0.99932,                  0.995,                0.98045,                0.28431,                0.16054,                0.78868,             0.00011857,             0.00011857,             0.00011857
                     67,                0.30958,                 0.1689,                0.81621,                0.99912,                0.99955,                  0.995,                0.98232,                0.27372,                0.15853,                0.78608,             0.00010089,             0.00010089,             0.00010089
                     68,                0.30791,                0.16824,                0.81892,                  0.999,                0.99968,                  0.995,                0.97929,                0.27898,                0.15851,                0.78821,             8.3214e-05,             8.3214e-05,             8.3214e-05
                     69,                0.30624,                0.16799,                0.82397,                0.99902,                0.99969,                  0.995,                0.98251,                0.26717,                 0.1553,                0.78542,             6.5536e-05,             6.5536e-05,             6.5536e-05
                     70,                0.30917,                0.16843,                0.81664,                0.99907,                0.99967,                  0.995,                0.98331,                0.26463,                0.15463,                0.78441,             4.7857e-05,             4.7857e-05,             4.7857e-05
