                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.53796,                0.28023,                0.91185,                0.99386,                0.99678,                0.99498,                0.90435,                 0.5654,                0.26585,                0.89243,             0.00087875,             0.00087875,             0.00087875
                     24,                0.55599,                0.29089,                0.91785,                0.99691,                0.99918,                0.99478,                0.91093,                0.55244,                0.25652,                0.88756,             0.00086107,             0.00086107,             0.00086107
                     25,                0.53196,                0.28045,                0.91079,                0.99648,                0.99872,                  0.995,                0.90943,                 0.5373,                0.25485,                0.88272,             0.00084339,             0.00084339,             0.00084339
                     26,                0.54715,                0.28822,                0.91154,                0.99696,                0.99714,                  0.995,                0.91086,                 0.5481,                0.25573,                0.88795,             0.00082571,             0.00082571,             0.00082571
                     27,                0.53549,                 0.2793,                0.90996,                0.99655,                0.99959,                  0.995,                0.91095,                0.56162,                0.25722,                0.89011,             0.00080804,             0.00080804,             0.00080804
                     28,                0.52701,                0.27598,                0.91084,                0.99885,                0.99661,                  0.995,                0.92378,                0.52451,                0.25162,                0.87698,             0.00079036,             0.00079036,             0.00079036
                     29,                0.51962,                0.27128,                0.90308,                 0.9956,                 0.9991,                0.99496,                0.92368,                0.50838,                0.25127,                 0.8685,             0.00077268,             0.00077268,             0.00077268
                     30,                0.52446,                0.27261,                0.90865,                0.99889,                0.99644,                  0.995,                0.93052,                0.48781,                0.23698,                0.85879,               0.000755,               0.000755,               0.000755
                     31,                0.51357,                0.26273,                0.90236,                0.99826,                0.99686,                  0.995,                0.91274,                 0.5354,                  0.248,                0.87676,             0.00073732,             0.00073732,             0.00073732
                     32,                0.51879,                0.26795,                0.90361,                0.99937,                0.99918,                  0.995,                0.93071,                0.48665,                0.23471,                0.85898,             0.00071964,             0.00071964,             0.00071964
                     33,                0.51258,                0.26733,                0.90175,                0.99979,                0.99877,                  0.995,                0.92965,                0.47961,                0.23392,                0.85352,             0.00070196,             0.00070196,             0.00070196
                     34,                0.50122,                0.26237,                0.89862,                0.99869,                0.99605,                  0.995,                0.91941,                0.50495,                0.24115,                0.86521,             0.00068429,             0.00068429,             0.00068429
                     35,                0.49596,                0.26129,                0.89214,                 0.9983,                0.99888,                0.99488,                0.93227,                0.47131,                0.23254,                0.85218,             0.00066661,             0.00066661,             0.00066661
                     36,                0.50319,                0.26023,                0.89334,                0.99787,                0.99855,                0.99498,                0.92163,                0.51067,                0.23696,                0.86772,             0.00064893,             0.00064893,             0.00064893
                     37,                0.49723,                0.25679,                0.89272,                0.99941,                0.99988,                  0.995,                0.93779,                0.45926,                0.22528,                0.84703,             0.00063125,             0.00063125,             0.00063125
                     38,                 0.4949,                0.25872,                0.88987,                0.99796,                 0.9992,                  0.995,                0.93688,                0.46414,                0.22752,                0.84866,             0.00061357,             0.00061357,             0.00061357
                     39,                0.48345,                0.25403,                0.88678,                0.99795,                0.99895,                  0.995,                0.93531,                 0.4597,                0.22453,                0.84856,             0.00059589,             0.00059589,             0.00059589
                     40,                0.48083,                 0.2523,                0.88836,                0.99813,                0.99735,                  0.995,                0.93734,                0.46142,                0.22298,                0.84888,             0.00057821,             0.00057821,             0.00057821
                     41,                0.48418,                0.25282,                 0.8881,                0.99924,                0.99918,                  0.995,                0.93761,                0.45157,                 0.2194,                0.84196,             0.00056054,             0.00056054,             0.00056054
                     42,                0.47055,                0.24589,                0.88628,                0.99858,                0.99873,                  0.995,                0.94608,                0.43561,                0.21426,                0.83892,             0.00054286,             0.00054286,             0.00054286
                     43,                0.47553,                0.25214,                0.88557,                 0.9988,                0.99932,                  0.995,                0.94602,                0.43864,                0.21893,                0.83915,             0.00052518,             0.00052518,             0.00052518
                     44,                0.46603,                0.24514,                0.88657,                 0.9988,                0.99898,                  0.995,                0.94722,                0.42117,                0.21249,                0.83303,              0.0005075,              0.0005075,              0.0005075
                     45,                0.46271,                0.24545,                0.87992,                0.99838,                0.99918,                  0.995,                0.94209,                0.44481,                0.21684,                0.84297,             0.00048982,             0.00048982,             0.00048982
                     46,                0.45271,                0.23775,                0.87596,                0.99853,                0.99939,                  0.995,                0.95363,                0.41183,                0.20956,                0.82991,             0.00047214,             0.00047214,             0.00047214
                     47,                0.45671,                0.23932,                 0.8733,                0.99899,                0.99959,                  0.995,                0.95057,                0.40997,                0.20984,                0.82588,             0.00045446,             0.00045446,             0.00045446
                     48,                0.45604,                0.23967,                0.87773,                0.99942,                0.99863,                  0.995,                0.94899,                0.41426,                0.20899,                0.82939,             0.00043679,             0.00043679,             0.00043679
                     49,                0.45569,                0.23928,                 0.8763,                0.99824,                0.99916,                  0.995,                0.95358,                0.39425,                0.20365,                0.82213,             0.00041911,             0.00041911,             0.00041911
                     50,                0.45499,                0.23744,                 0.8781,                0.99899,                0.99885,                  0.995,                0.95488,                0.39791,                0.20347,                0.82451,             0.00040143,             0.00040143,             0.00040143
                     51,                0.44149,                0.23328,                0.87252,                0.99861,                0.99897,                  0.995,                0.95397,                0.39499,                0.20364,                0.82565,             0.00038375,             0.00038375,             0.00038375
                     52,                0.43715,                 0.2322,                0.87349,                0.99883,                 0.9993,                  0.995,                0.95459,                0.39601,                 0.1998,                0.82468,             0.00036607,             0.00036607,             0.00036607
                     53,                 0.4384,                0.23089,                0.87523,                0.99933,                0.99923,                  0.995,                0.95968,                0.37749,                  0.199,                0.81769,             0.00034839,             0.00034839,             0.00034839
                     54,                0.44176,                0.22876,                0.87042,                0.99885,                0.99918,                  0.995,                0.96192,                0.38131,                0.19642,                0.81823,             0.00033071,             0.00033071,             0.00033071
                     55,                0.43759,                0.22917,                0.87421,                0.99884,                0.99918,                  0.995,                0.95964,                0.37944,                 0.1953,                0.81782,             0.00031304,             0.00031304,             0.00031304
                     56,                0.42225,                0.22306,                0.87286,                0.99885,                0.99919,                  0.995,                0.96481,                0.36953,                0.19271,                0.81473,             0.00029536,             0.00029536,             0.00029536
                     57,                0.43009,                0.22361,                0.86637,                0.99895,                0.99925,                  0.995,                0.96319,                0.36198,                0.18888,                 0.8113,             0.00027768,             0.00027768,             0.00027768
                     58,                 0.4226,                0.21851,                0.86528,                0.99905,                0.99924,                  0.995,                0.96473,                0.36195,                0.18926,                0.81354,                0.00026,                0.00026,                0.00026
                     59,                0.41947,                0.21982,                0.86332,                0.99897,                0.99922,                  0.995,                0.96423,                0.35706,                0.18726,                0.81137,             0.00024232,             0.00024232,             0.00024232
                     60,                0.41962,                0.21938,                0.86627,                0.99898,                0.99914,                  0.995,                0.96549,                0.35249,                0.18693,                 0.8101,             0.00022464,             0.00022464,             0.00022464
                     61,                 0.4249,                0.21519,                0.85696,                0.99883,                0.99921,                  0.995,                 0.9611,                0.36645,                0.19281,                0.81416,             0.00020696,             0.00020696,             0.00020696
                     62,                0.41124,                0.20944,                0.85349,                0.99855,                0.99918,                  0.995,                0.95807,                0.38051,                0.19476,                0.81832,             0.00018929,             0.00018929,             0.00018929
                     63,                0.39845,                0.20213,                0.84261,                0.99884,                0.99906,                  0.995,                0.96269,                0.36586,                 0.1909,                0.81446,             0.00017161,             0.00017161,             0.00017161
                     64,                0.39534,                0.20075,                0.84335,                0.99896,                0.99918,                  0.995,                0.96594,                 0.3538,                0.18735,                0.81074,             0.00015393,             0.00015393,             0.00015393
                     65,                0.38694,                0.19821,                0.84479,                0.99905,                0.99926,                  0.995,                0.96619,                0.35963,                0.18612,                0.81212,             0.00013625,             0.00013625,             0.00013625
                     66,                0.38179,                 0.1965,                0.84182,                0.99896,                0.99928,                  0.995,                 0.9681,                0.34636,                 0.1838,                0.80747,             0.00011857,             0.00011857,             0.00011857
                     67,                0.38085,                0.19481,                0.84318,                  0.999,                0.99937,                  0.995,                0.96566,                0.34609,                0.18086,                0.80855,             0.00010089,             0.00010089,             0.00010089
                     68,                0.38081,                0.19343,                0.84407,                0.99907,                0.99886,                  0.995,                0.96723,                0.34614,                0.18201,                0.80698,             8.3214e-05,             8.3214e-05,             8.3214e-05
                     69,                 0.3735,                0.19127,                0.84795,                0.99878,                0.99934,                  0.995,                0.96817,                0.33941,                0.18134,                0.80497,             6.5536e-05,             6.5536e-05,             6.5536e-05
                     70,                0.37835,                0.19311,                 0.8403,                0.99896,                0.99925,                  0.995,                0.97069,                0.33574,                0.17997,                0.80439,             4.7857e-05,             4.7857e-05,             4.7857e-05
